old_name,number,ch1,ch2,wire,load,connect,arc,start_time_s,end_time_s
20251112T125147_cleanersolidwire_hallrog_resandinduc_noarc,224,10,CWT,solidsingle,cleaner,1,0,-0.1,0.1
20251112T134645_orangeconnectorcleanersolidwire_hallrog_resandinduc_arc1,225,10,CWT,solidsingle,cleaner,12,1,-0.09,0.05
20251112T134740_orangeconnectorcleanersolidwire_hallrog_resandinduc_arc2,226,10,CWT,solidsingle,cleaner,12,1,-0.1,0.05
20251112T134803_orangeconnectorcleanersolidwire_hallrog_resandinduc_arc3,227,10,CWT,solidsingle,cleaner,12,1,-0.1,0.1
20251112T134849_orangeconnectorcleanersolidwire_hallrog_resandinduc_arc4,228,10,CWT,solidsingle,cleaner,12,1,-0.1,0.06
20251112T134946_orangeconnectorcleanersolidwire_hallrog_resandinduc_arc5,229,10,CWT,solidsingle,cleaner,12,1,-0.1,0.01
20251112T135316_connectorcleanersolidwire_hallrog_resandinduc_noarc,230,10,CWT,solidsingle,cleaner,10,0,-0.1,0.1
20251112T135408_connectorcleanersolidwire_hallrog_resandinduc_arc1,231,10,CWT,solidsingle,cleaner,10,1,-0.1,0.1
20251112T135514_connectorcleanersolidwire_hallrog_resandinduc_halfcyclearc2,232,10,CWT,solidsingle,cleaner,10,1,0.0,0.1
20251112T135748_singleconnectorcleanersolidwire_hallrog_resandinduc_noarc,233,10,CWT,solidsingle,cleaner,11,0,-0.1,0.1
20251112T135829_singleconnectorcleanersolidwire_hallrog_resandinduc_arc1,234,10,CWT,solidsingle,cleaner,11,1,-0.1,0.1
20251112T140658_singleconnectorcleanersolidwire_hallrog_resandinduc_arc2,235,10,CWT,solidsingle,cleaner,11,1,-0.1,0.1
20251112T141433_ABBsocketcleanersolidwire_hallrog_resandinduc_noarc,236,10,CWT,solidsingle,cleaner,1,0,-0.1,0.1
20251112T141634_ABBsocketcleanersolidwire_hallrog_resandinduc_arc1,237,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T141717_ABBsocketcleanersolidwire_hallrog_resandinduc_arc2,238,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T142447_ABBsocketcleanersolidwire_hallrog_resandinduc_arc3,239,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T142805_ABBsocketcleanersolidwire_hallrog_resandinduc_arc4,240,10,CWT,solidsingle,cleaner,1,1,-0.08,0.1
20251112T142837_ABBsocketcleanersolidwire_hallrog_resandinduc_arc5,241,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T142928_ABBsocketcleanersolidwire_hallrog_resandinduc_arc6,242,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T142958_ABBsocketcleanersolidwire_hallrog_resandinduc_arc7,243,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T143019_ABBsocketcleanersolidwire_hallrog_resandinduc_arc8,244,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T143141_ABBsocketcleanersolidwire_hallrog_resandinduc_arc9,245,10,CWT,solidsingle,cleaner,1,1,-0.1,0.1
20251112T143411_steelsocketcleanersolidwire_hallrog_resandinduc_noarc,246,10,CWT,solidsingle,cleaner,9,0,-0.1,0.1
20251112T143711_steelsocketcleanersolidwire_hallrog_resandinduc_halfcyclearc1,247,10,CWT,solidsingle,cleaner,9,1,0.0,0.1
20251112T144547_steelsocketcleanersolidwire_hallrog_resandinduc_arc2,248,10,CWT,solidsingle,cleaner,9,1,-0.1,0.1
20251112T144657_steelsocketcleanersolidwire_hallrog_resandinduc_arc3,249,10,CWT,solidsingle,cleaner,9,1,-0.1,0.02
20251112T144729_coppersocketcleanersolidwire_hallrog_resandinduc_noarc,250,10,CWT,solidsingle,cleaner,7,0,-0.1,0.1
20251112T144833_coppersocketcleanersolidwire_hallrog_resandinduc_arc1,251,10,CWT,solidsingle,cleaner,7,1,-0.1,0.04
20251113T145016_drillsolidwire_hallrog_resandinduc_noarc1,252,10,CWT,solidsingle,drill,1,0,-0.1,0.1
20251113T145057_drillsolidwire_hallrog_resandinduc_noarc2,253,10,CWT,solidsingle,drill,1,0,-0.1,0.1
20251113T145120_drillsolidwire_hallrog_resandinduc_noarc3,254,10,CWT,solidsingle,drill,1,0,-0.1,0.1
20251113T145143_drillsolidwire_hallrog_resandinduc_noarc4,255,10,CWT,solidsingle,drill,1,0,-0.1,0.1
20251113T145204_drillsolidwire_hallrog_resandinduc_noarc5,256,10,CWT,solidsingle,drill,1,0,-0.1,0.1
20251113T145612_connectordrillsolidwire_hallrog_resandinduc_arc1,257,10,CWT,solidsingle,drill,10,1,-0.1,0.06
20251113T150448_connectordrillsolidwire_hallrog_resandinduc_arc2,258,10,CWT,solidsingle,drill,10,1,-0.1,0.1
20251113T150555_connectordrillsolidwire_hallrog_resandinduc_arc3,259,10,CWT,solidsingle,drill,10,1,-0.1,0.1
20251113T151628_unknownsocketdrillsolidwire_hallrog_resandinduc_arc1,260,10,CWT,solidsingle,drill,6,1,-0.1,0.1
20251113T151756_unknownsocketdrillsolidwire_hallrog_resandinduc_arc2,261,10,CWT,solidsingle,drill,6,1,-0.1,0.1
20251113T151831_unknownsocketdrillsolidwire_hallrog_resandinduc_arc3,262,10,CWT,solidsingle,drill,6,1,-0.1,0.1
20251113T151930_abbsocketdrillsolidwire_hallrog_resandinduc_arc1,263,10,CWT,solidsingle,drill,1,1,-0.1,0.1
20251113T151956_abbsocketdrillsolidwire_hallrog_resandinduc_arc2,264,10,CWT,solidsingle,drill,1,1,-0.1,0.1
20251113T152135_abbsocketdrillsolidwire_hallrog_resandinduc_arc3,265,10,CWT,solidsingle,drill,1,1,-0.1,0.1
20251113T160553_coppersocketdrillsolidwire_hallrog_resandinduc_arc1,266,10,CWT,solidsingle,drill,7,1,-0.1,0.1
20251113T160649_coppersocketdrillsolidwire_hallrog_resandinduc_arc2,267,10,CWT,solidsingle,drill,7,1,-0.1,0.1
20251113T160717_coppersocketdrillsolidwire_hallrog_resandinduc_arc3,268,10,CWT,solidsingle,drill,7,1,-0.1,0.1
20251113T160827_longsocketdrillsolidwire_hallrog_resandinduc_arc1,269,10,CWT,solidsingle,drill,3,1,-0.1,0.1
20251113T160916_longsocketdrillsolidwire_hallrog_resandinduc_arc2,270,10,CWT,solidsingle,drill,3,1,0.0,0.1
20251113T161300_longsocketdrillsolidwire_hallrog_resandinduc_arc3,271,10,CWT,solidsingle,drill,3,1,-0.04,0.1
20251113T161421_eljosocketdrillsolidwire_hallrog_resandinduc_arc1,272,10,CWT,solidsingle,drill,2,1,-0.06,0.1
20251113T164659_drillsolidwire_hallrog_resandinduc_noarcstart,273,10,CWT,solidsingle,drill,1,0,0.0,0.2
20251113T182009_connectorsolidwire_hallrog_resandcapac_noarc,274,10,CWT,solidsingle,RC,10,0,-0.1,0.1
20251113T182902_connectorsolidwire_hallrog_resandcapac_arc1,275,10,CWT,solidsingle,RC,10,1,-0.1,0.1
20251114T131227_connectorsolidwire_hallrog_resandcapac_arc2,276,10,CWT,solidsingle,RC,10,1,-0.1,0.1
20251114T131458_connectorsolidwire_hallrog_resandcapac_arc3,277,10,CWT,solidsingle,RC,10,1,-0.1,0.1
20251114T131712_abbsocketsolidwire_hallrog_resandcapac_arc1,278,10,CWT,solidsingle,RC,1,1,-0.1,0.1
20251114T131741_abbsocketsolidwire_hallrog_resandcapac_arc2,279,10,CWT,solidsingle,RC,1,1,-0.06,0.1
20251114T131805_abbsocketsolidwire_hallrog_resandcapac_arc3,280,10,CWT,solidsingle,RC,1,1,-0.1,0.1
20251114T131855_longsocketsolidwire_hallrog_resandcapac_arc1,281,10,CWT,solidsingle,RC,3,1,-0.1,0.1
20251114T132544_longsocketsolidwire_hallrog_resandcapac_arc2,282,10,CWT,solidsingle,RC,3,1,-0.1,0.1
20251114T132627_longsocketsolidwire_hallrog_resandcapac_arc3,283,10,CWT,solidsingle,RC,3,1,-0.1,0.1
20251114T135644_shortsocketsolidwire_hallrog_resandcapac_arc1,284,10,CWT,solidsingle,RC,4,1,-0.06,0.1
20251114T140036_shortsocketsolidwire_hallrog_resandcapac_arc2,285,10,CWT,solidsingle,RC,4,1,-0.1,0.1
20251114T140149_shortsocketsolidwire_hallrog_resandcapac_arc3,286,10,CWT,solidsingle,RC,4,1,-0.1,0.1
20251114T142424_connectorsolidwire_hallrog_mode1drill_noarc,287,10,CWT,solidsingle,drill2,10,0,-0.1,0.1
20251114T144153_connectorsolidwire_hallrog_mode2drill_noarc,288,10,CWT,solidsingle,drill2,10,0,-0.1,0.1
20251114T145042_connectorsolidwire_hallrog_mode2drill_arc1,289,10,CWT,solidsingle,drill2,10,1,-0.04,0.1
20251114T145241_connectorsolidwire_hallrog_mode3drill_noarc,290,10,CWT,solidsingle,drill2,10,0,0.0,0.2
20251114T145750_connectorsolidwire_hallrog_mode3drill_arc,291,10,CWT,solidsingle,drill2,10,1,0.05,0.2
